id,no_civique,rue,no_local,code_postal,etage,entreprise,telephone,enfant,type_etablissement,usage_1,usage_2,usage_3,type_scian,secteur_nom,classe_nom,neq,secteur_commercial,grandes_chaines,date_creation,date_modification,lng,lat
bdf19a58-bc49-4a09-b2aa-61fcf99f20cb,3008,Chemin Édouard-Roy,NA,J1N 0G4,1,SERRES YARGEAU,819 864-4156,TRUE,Agricole/pêcherie,Agricole,Cultures,Floriculture,111422,"Agriculture, foresterie, pêche et chasse",Floriculture,1173383911,Rock Forest - Deauville,FALSE,2021-10-28,2024-08-05,-72.0518644,45.340927
305212dd-049e-4e5b-8002-ca7334868cef,3008,Chemin Édouard-Roy,NA,J1N 0G4,1,SERRES YARGEAU,819 864-4156,TRUE,Agricole/pêcherie,Agricole,Cultures,Floriculture,111422,"Agriculture, foresterie, pêche et chasse",Floriculture,1173383911,Rock Forest - Deauville,FALSE,2021-10-28,2024-08-05,-72.05252449999999,45.340905299999996
6b2181b0-d5f0-4b7e-a23a-579e5897013c,3008,Chemin Édouard-Roy,NA,J1N 0G4,1,SERRES YARGEAU,819 864-4156,TRUE,Agricole/pêcherie,Agricole,Cultures,Floriculture,111422,"Agriculture, foresterie, pêche et chasse",Floriculture,1173383911,Rock Forest - Deauville,FALSE,2021-10-28,2024-08-05,-72.0530347,45.3409075
24bf2d5a-04f7-4e61-adf2-206453812e9b,3008,Chemin Édouard-Roy,NA,J1N 0G4,1,SERRES YARGEAU,819 864-4156,TRUE,Agricole/pêcherie,Agricole,Cultures,Floriculture,111422,"Agriculture, foresterie, pêche et chasse",Floriculture,1173383911,Rock Forest - Deauville,FALSE,2021-10-28,2024-08-05,-72.0512354,45.3409322
4e8f7f87-53a0-478e-af1c-4be93aa6ab3e,3008,Chemin Édouard-Roy,NA,J1N 0G4,1,SERRES YARGEAU,819 864-4156,TRUE,Agricole/pêcherie,Agricole,Cultures,Floriculture,111422,"Agriculture, foresterie, pêche et chasse",Floriculture,1173383911,Rock Forest - Deauville,FALSE,2021-10-28,2024-08-05,-72.05335099999999,45.340897700000006
dd17f6ec-8c93-4edf-8f04-759b847ac869,3008,Chemin Édouard-Roy,NA,J1N 0G4,1,SERRES YARGEAU,819 864-4156,TRUE,Agricole/pêcherie,Agricole,Cultures,Floriculture,111422,"Agriculture, foresterie, pêche et chasse",Floriculture,1173383911,Rock Forest - Deauville,FALSE,2021-10-28,2024-08-05,-72.05361599999999,45.340890400000006
c17c3c9d-3282-45fd-9cb1-5888eb561c1a,3008,Chemin Édouard-Roy,NA,J1N 0G4,1,SERRES YARGEAU,819 864-4156,TRUE,Agricole/pêcherie,Agricole,Cultures,Floriculture,111422,"Agriculture, foresterie, pêche et chasse",Floriculture,1173383911,Rock Forest - Deauville,FALSE,2021-10-28,2024-08-05,-72.0528525,45.3428536
aa88dd50-b01b-4810-843a-84f49f384189,3008,Chemin Édouard-Roy,NA,J1N 0G4,1,SERRES YARGEAU,819 864-4156,TRUE,Agricole/pêcherie,Agricole,Cultures,Floriculture,111422,"Agriculture, foresterie, pêche et chasse",Floriculture,1173383911,Rock Forest - Deauville,FALSE,2021-10-28,2024-08-05,-72.05229829999999,45.3428462
92d3307a-4058-4277-ae16-569c7e632ac3,370,Rue Rodolphe-Racine,NA,J1R 0S7,1,AÉROTEC VENTE MACHINES-OUTILS,NA,FALSE,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,"Grossistes-marchands de machines, matériel et fournitures industriels",417230,Commerce de gros,"Grossistes-marchands de machines, matériel et fournitures industriels",NA,Rock Forest - Deauville,FALSE,2024-09-30,NA,-72.0057514,45.3880171
64c7015a-d494-4f77-9d29-27cc5b484932,3008,Chemin Édouard-Roy,NA,J1N 0G4,1,SERRES YARGEAU,819 864-4156,TRUE,Agricole/pêcherie,Agricole,Cultures,Floriculture,111422,"Agriculture, foresterie, pêche et chasse",Floriculture,1173383911,Rock Forest - Deauville,FALSE,2021-10-28,2024-08-05,-72.0534277,45.342833999999996
dc8a2822-7530-46ab-b38c-443dcfcc77c6,3008,Chemin Édouard-Roy,NA,J1N 0G4,1,SERRES YARGEAU,819 864-4156,TRUE,Agricole/pêcherie,Agricole,Cultures,Floriculture,111422,"Agriculture, foresterie, pêche et chasse",Floriculture,1173383911,Rock Forest - Deauville,FALSE,2021-10-28,2024-08-05,-72.053595,45.3428389
06b1be03-7bbb-47e9-b071-fec1af1abfda,3008,Chemin Édouard-Roy,NA,J1N 0G4,1,SERRES YARGEAU,819 864-4156,TRUE,Agricole/pêcherie,Agricole,Cultures,Floriculture,111422,"Agriculture, foresterie, pêche et chasse",Floriculture,1173383911,Rock Forest - Deauville,FALSE,2021-10-28,2024-08-05,-72.0515005,45.34093740000001
2970806a-4d57-4d3a-b534-2075a3dd9f89,3008,Chemin Édouard-Roy,NA,J1N 0G4,1,SERRES YARGEAU,819 864-4156,TRUE,Agricole/pêcherie,Agricole,Cultures,Floriculture,111422,"Agriculture, foresterie, pêche et chasse",Floriculture,1173383911,Rock Forest - Deauville,FALSE,2021-10-28,2024-08-05,-72.0517405,45.3428168
ad3716cd-81b8-4892-a797-05c850b0ff4b,362,Rue Rodolphe-Racine,NA,J1R 0S7,1,MAG EXPRESS,819 822-0688,FALSE,Commerce de gros/para-industriel,Services aux consommateurs,Entretien automobile,"Réparation et entretien de la carrosserie, de la peinture et de l'intérieur de véhicules automobiles",811121,Autres services (sauf les administrations publiques),"Réparation et entretien de la carrosserie, de la peinture et de l'intérieur de véhicules automobiles",1164732993,Rock Forest - Deauville,FALSE,2020-10-30,2024-08-02,-72.0057514,45.3880171
036629ac-dc9e-4ad8-9e54-ba72e39b6c26,3008,Chemin Édouard-Roy,NA,J1N 0G4,1,SERRES YARGEAU,819 864-4156,TRUE,Agricole/pêcherie,Agricole,Cultures,Floriculture,111422,"Agriculture, foresterie, pêche et chasse",Floriculture,1173383911,Rock Forest - Deauville,FALSE,2021-10-28,2024-08-05,-72.0522107,45.34091559999999
412815e7-521e-416a-b3d0-d366f7e317bf,3008,Chemin Édouard-Roy,NA,J1N 0G4,1,SERRES YARGEAU,819 864-4156,TRUE,Agricole/pêcherie,Agricole,Cultures,Floriculture,111422,"Agriculture, foresterie, pêche et chasse",Floriculture,1173383911,Rock Forest - Deauville,FALSE,2021-10-28,2024-08-05,-72.053609,45.341933499999996
438c02e3-6fab-47e4-829f-830e1e15434e,3008,Chemin Édouard-Roy,NA,J1N 0G4,1,SERRES YARGEAU,819 864-4156,TRUE,Agricole/pêcherie,Agricole,Cultures,Floriculture,111422,"Agriculture, foresterie, pêche et chasse",Floriculture,1173383911,Rock Forest - Deauville,FALSE,2021-10-28,2024-08-05,-72.05226689999999,45.341868
3fe5e2ca-e935-42ae-8099-b78a4726d297,3008,Chemin Édouard-Roy,NA,J1N 0G4,1,SERRES YARGEAU,819 864-4156,TRUE,Agricole/pêcherie,Agricole,Cultures,Floriculture,111422,"Agriculture, foresterie, pêche et chasse",Floriculture,1173383911,Rock Forest - Deauville,FALSE,2021-10-28,2024-08-05,-72.05340509999999,45.3418992
d4b988d4-0ce4-40f6-82be-97dc67498df7,3008,Chemin Édouard-Roy,NA,J1N 0G4,1,SERRES YARGEAU,819 864-4156,TRUE,Agricole/pêcherie,Agricole,Cultures,Floriculture,111422,"Agriculture, foresterie, pêche et chasse",Floriculture,1173383911,Rock Forest - Deauville,FALSE,2021-10-28,2024-08-05,-72.0530983,45.34188760000001
66c927ff-e1c5-4f0b-9643-8b5929267974,3008,Chemin Édouard-Roy,NA,J1N 0G4,1,SERRES YARGEAU,819 864-4156,TRUE,Agricole/pêcherie,Agricole,Cultures,Floriculture,111422,"Agriculture, foresterie, pêche et chasse",Floriculture,1173383911,Rock Forest - Deauville,FALSE,2021-10-28,2024-08-05,-72.0525859,45.3418533
13a8556c-3a69-4fd9-9515-21259a78ea2f,3008,Chemin Édouard-Roy,NA,J1N 0G4,1,SERRES YARGEAU,819 864-4156,TRUE,Agricole/pêcherie,Agricole,Cultures,Floriculture,111422,"Agriculture, foresterie, pêche et chasse",Floriculture,1173383911,Rock Forest - Deauville,FALSE,2021-10-28,2024-08-05,-72.05288039999999,45.3418558
582d9b32-9b8e-497b-8ee9-3bfdf4f38dda,3008,Chemin Édouard-Roy,NA,J1N 0G4,1,SERRES YARGEAU,819 864-4156,TRUE,Agricole/pêcherie,Agricole,Cultures,Floriculture,111422,"Agriculture, foresterie, pêche et chasse",Floriculture,1173383911,Rock Forest - Deauville,FALSE,2021-10-28,2024-08-05,-72.0509774,45.3409483
0a09213d-0b1c-4e54-855f-a150f1142080,7011,Boulevard Bourque,NA,J1N 3M1,1,LOCATION SUPRÊME,819 575-8094,TRUE,Bureau,Services aux consommateurs,Location,"Location et location à bail de camions, de remorques utilitaires et de véhicules de plaisance",532120,Services immobiliers et services de location et de location à bail,"Location et location à bail de camions, de remorques utilitaires et de véhicules de plaisance",1173546707,Rock Forest - Deauville,FALSE,2024-06-11,2024-07-30,-72.03520065161983,45.34602351334612
1c2c878b-900c-4387-9900-99bfdb65d146,1930,Chemin Godin,NA,J1R 0H8,1,EXCAVATION STÉPHANE BERGERON INC.,819 678-7478,FALSE,Commerce de gros/para-industriel,Construction,Construction,Entrepreneurs en préparation de terrains,238910,Construction,Entrepreneurs en préparation de terrains,1175112797,Rock Forest - Deauville,FALSE,2022-01-19,2024-07-31,-72.0217542,45.373581300000005
ad665399-bae2-4a4d-9613-600c55188808,6410,Rue Émery-Fontaine,NA,J1N 2S6,1,LIPPERT PINTLEPIN MANUFACTURING INC.,819 864-6362,FALSE,Industriel,Fabrication,Pièces et outillage,Fabrication de soupapes en métal,332910,Fabrication,Fabrication de soupapes en métal,1143843671,Rock Forest - Deauville,FALSE,2020-10-30,2024-06-21,-71.9886765,45.3506481
c176d566-92e0-4587-9a23-e9b69a13c7b5,4052,Rue Lesage,NA,J1L 0B6,1,EXCEL MEDICAL,NA,FALSE,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,"Grossistes-marchands de tous les autres machines, matériel et fournitures",417990,Commerce de gros,"Grossistes-marchands de tous les autres machines, matériel et fournitures",NA,Rock Forest - Deauville,FALSE,2024-09-30,NA,-71.96030749982333,45.39470502040393
332851f1-3fa2-444a-8a7a-7fdbf1c093cf,5554,Boulevard Bourque,NA,J1H 6J8,1,VILLE DE SHERBROOKE,819 823-8000,TRUE,Commerce de gros/para-industriel,Organismes publics et privés,Organismes publics,"Autres services des administrations publiques locales, municipales et régionales",913910,Administrations publiques,"Autres services des administrations publiques locales, municipales et régionales",8831854920,Rock Forest - Deauville,FALSE,2022-08-03,2024-06-20,-72.0022498,45.3620132
9bfa6315-d361-46db-9f5b-30dea15245ec,4545,Boulevard Bourque,300,J1N 2G6,1,GESTION LRF,819 820-2603,FALSE,Bureau,Services d'affaires,Services immobiliers,Bailleurs d'immeubles non résidentiels (sauf les mini-entrepôts),531120,Services immobiliers et services de location et de location à bail,Bailleurs d'immeubles non résidentiels (sauf les mini-entrepôts),NA,Rock Forest - Deauville,FALSE,2022-06-15,2024-07-30,-71.98012469999999,45.376337
d6074955-4628-4828-81ff-ce305d7c3166,4545,Boulevard Bourque,100,J1N 2G6,1,LUBRIFICATION ROCK FOREST,819 820-2603,FALSE,Commerce,Services aux consommateurs,Entretien automobile,Réparations générales de véhicules automobiles,811111,Autres services (sauf les administrations publiques),Réparations générales de véhicules automobiles,1173839003,Rock Forest - Deauville,FALSE,2020-04-16,2024-07-30,-71.98012469999999,45.376337
4615f9d9-14f0-47d4-9663-2d3ca6efe012,4545,Boulevard Bourque,200,J1N 2G6,1,DOCTEUR DU PARE-BRISE SHERBROOKE,819 346-7231,FALSE,Commerce,Services aux consommateurs,Entretien automobile,Ateliers de remplacement de vitres de véhicules automobiles,NA,Autres services (sauf les administrations publiques),Ateliers de remplacement de vitres de véhicules automobiles,1173861296,Rock Forest - Deauville,FALSE,2020-04-16,2024-07-30,-71.98012469999999,45.376337
a722a87c-7427-4db5-bf4d-403e5dcc3f9f,5552,Boulevard Bourque,NA,J1N 1H3,1,GROUPE COURTAGE OMNI,819 574-4056,FALSE,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,Grossistes-marchands de boissons alcoolisées,413220,Commerce de gros,Grossistes-marchands de boissons alcoolisées,NA,Rock Forest - Deauville,FALSE,2024-06-11,2024-06-20,-72.00230430712793,45.361993573426076
1c53be59-f31e-411d-8635-fcefc29c6747,7030,Boulevard Bourque,NA,J1N 1H2,"1,2",MDL ÉNERGIE,450 915-3700,FALSE,Commerce de gros/para-industriel,Autres,Recherche et développement,Laboratoires d'essai,541380,"Services professionnels, scientifiques et techniques",Laboratoires d'essai,1162873856,Rock Forest - Deauville,FALSE,2020-12-09,2024-06-11,-72.03471850000001,45.345235699999996
eb6fd6a4-2fc4-4b43-b7a2-ed447dc7c0cf,1805,Rue Luce-Dufresne,NA,J1R 0W9,"1, 2",ÉCOLE PRIMAIRE DE LA CROISÉE,819 822-1486,FALSE,Institution,Services d'enseignement,Services d'enseignement,Écoles primaires et secondaires,611110,Services d'enseignement,Écoles primaires et secondaires,8831850100,Rock Forest - Deauville,FALSE,2021-03-15,2024-08-02,-71.9982567,45.3839367
1750d9cc-49c8-440f-a515-6b0bf83eb94e,5548,Boulevard Bourque,NA,J1N 1H3,1,VILLE DE SHERBROOKE,819 823-8000,FALSE,Commerce de gros/para-industriel,Organismes publics et privés,Organismes publics,"Autres services des administrations publiques locales, municipales et régionales",913910,Administrations publiques,"Autres services des administrations publiques locales, municipales et régionales",8831854920,Rock Forest - Deauville,FALSE,2020-04-16,2024-06-20,-72.00200699999999,45.36275059999999
36773c91-394c-42e9-b821-31dce57327e3,5548,Boulevard Bourque,NA,J1N 1H3,1,TECOR TRANSPORT,514 974-8267,FALSE,Commerce de gros/para-industriel,Transport,Transport de marchandises,Transport local par camion de marchandises diverses,484110,Transport et entreposage,Transport local par camion de marchandises diverses,1173253825,Rock Forest - Deauville,FALSE,2020-04-16,2024-06-20,-72.00200699999999,45.36275059999999
268eee58-1286-48b1-99de-855256c6e1b0,5548,Boulevard Bourque,NA,J1N 1H3,1,BRASSERIE SLEEMAN,819 864-1733,FALSE,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,Grossistes-marchands de boissons alcoolisées,413220,Commerce de gros,Grossistes-marchands de boissons alcoolisées,1164178767,Rock Forest - Deauville,FALSE,2020-04-16,2024-06-21,-72.00200699999999,45.36275059999999
48891781-d47f-4376-a5d2-cf3f33ba18b7,5548,Boulevard Bourque,NA,J1N 1H3,1,POMPAGE BÉTON DE L’ESTRIE,819 823-4759,FALSE,Commerce de gros/para-industriel,Construction,Construction,Entrepreneurs en travaux de fondations et de structure en béton coulé,238110,Construction,Entrepreneurs en travaux de fondations et de structure en béton coulé,1170027867,Rock Forest - Deauville,FALSE,2022-08-03,2024-06-21,-72.00200699999999,45.36275059999999
70e5c736-e481-45bc-8179-34ad8732a3a1,5548,Boulevard Bourque,NA,J1N 1H3,1,ASPIRO-CENTRAL DE L'ESTRIE,819 564-6982,FALSE,Commerce de gros/para-industriel,Construction,Construction,Entrepreneurs en installation de tout autre équipement technique,238299,Construction,Entrepreneurs en installation de tout autre équipement technique,1171479752,Rock Forest - Deauville,FALSE,2020-04-16,2024-06-21,-72.00200699999999,45.36275059999999
d9d9b01b-be58-46ed-afdd-9484f5387b70,5548,Boulevard Bourque,NA,J1N 1H3,1,GORDON SERVICE ALIMENTAIRE,NA,FALSE,Bureau,Commerce de gros,Commerce de gros,Grossistes-marchands de gamme complète d'aliments,413110,Commerce de gros,Grossistes-marchands de gamme complète d'aliments,1170326905,Rock Forest - Deauville,FALSE,2020-04-16,2024-06-21,-72.00200699999999,45.36275059999999
04683ade-6b41-45a3-8c3b-fa93db56460d,5548,Boulevard Bourque,NA,J1N 1H3,1,BOULANGERIE WESTON,NA,FALSE,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,Grossistes-marchands d'autres gammes spécialisées d'aliments,413190,Commerce de gros,Grossistes-marchands d'autres gammes spécialisées d'aliments,NA,Rock Forest - Deauville,FALSE,2022-08-03,2024-06-21,-72.00200699999999,45.36275059999999
ecf58e88-f4e7-42f2-9df6-19fe8babaa90,9931,Boulevard Bourque,NA,J1N 0G2,1,EXCAVATION MV,819 868-2525,FALSE,Commerce de gros/para-industriel,Construction,Construction,Entrepreneurs en préparation de terrains,238910,Construction,Entrepreneurs en préparation de terrains,1169014124,Rock Forest - Deauville,FALSE,2020-09-21,2024-07-29,-72.08668709999999,45.3090427
86c17a1f-32b6-4154-bc66-9f027c0654ab,9980,Boulevard Bourque,NA,J1N 0G2,"1, 2",JARDIN FLEURI M.R.  INC.,819 847-2888,FALSE,Commerce,Biens semi-courants,"Quincaillerie, centre de rénovation, jardinage",Pépinières et centres de jardinage,444240,Commerce de détail,Pépinières et centres de jardinage,1148991178,Rock Forest - Deauville,FALSE,2020-09-21,2024-06-19,-72.087657,45.3057393
0372018f-73bd-422e-b1af-a1986c565074,9860,Boulevard Bourque,NA,J1N 0G2,1,USINAGE CMO,819 868-5111,FALSE,Industriel,Fabrication,Machinerie,Ateliers d'usinage,332710,Fabrication,Ateliers d'usinage,1145882305,Rock Forest - Deauville,FALSE,2020-09-21,2024-06-12,-72.08498469999999,45.3074323
97fc924e-d14d-4ef4-ab44-beca03d9b274,6835,Boulevard Bourque,NA,J1N 3K4,"1,2",ÉLÉGANCE V R,819 864-1192,FALSE,Commerce,Biens réfléchis,Vente de véhicule,Concessionnaires de véhicules récréatifs,441210,Commerce de détail,Concessionnaires de véhicules récréatifs,1168733088,Rock Forest - Deauville,FALSE,2020-09-21,2024-07-30,-72.0306339,45.3489734
ea8ece50-019a-47c0-8063-d1228a9b1430,6818,Boulevard Bourque,NA,J1N 1H2,1,TOITURES INDUSTRIE PRO,819 933-1343,FALSE,Commerce de gros/para-industriel,Construction,Construction,Entrepreneurs en travaux de toiture,238160,Construction,Entrepreneurs en travaux de toiture,1168064534,Rock Forest - Deauville,FALSE,2020-09-21,2024-06-11,-72.0291739,45.348313499999996
d8e79649-60d4-4269-9d6c-f71f904a0e6f,6818,Boulevard Bourque,NA,J1N 1H2,1,CONSTRUCTION METAL EXPERT,819 566-5470,FALSE,Commerce de gros/para-industriel,Construction,Construction,Entrepreneurs en montage de charpentes d'acier et mise en place de béton préfabriqué,238120,Construction,Entrepreneurs en montage de charpentes d'acier et mise en place de béton préfabriqué,1172810500,Rock Forest - Deauville,FALSE,2020-09-21,2024-06-11,-72.0291739,45.348313499999996
0e67e30f-f8dc-4e65-b0e4-5c785f65f20b,5316,Boulevard Bourque,NA,J1N 1H3,1,JARDIN EDEN,819 864-6831,TRUE,Commerce,Biens semi-courants,"Quincaillerie, centre de rénovation, jardinage",Pépinières et centres de jardinage,444240,Commerce de détail,Pépinières et centres de jardinage,1143216076,Rock Forest - Deauville,FALSE,2020-04-16,2024-06-26,-71.9969476,45.3652733
6177ad81-1275-453f-8079-a7e1dca32a65,4065,Rue Comtois,NA,J1L 1R7,1,DOLLARAMA,1 888-365-4266,FALSE,Commerce,Biens semi-courants,Vente au détail,Grands magasins,455110,Commerce de détail,Grands détaillants,3362601927,Rock Forest - Deauville,TRUE,2020-04-16,2024-07-29,-71.9590023,45.386795500000005
51d9dae1-66ce-49e0-9885-7760ff19b3c4,4005,Rue Comtois,NA,J1L 1R7,1,TIGRE GÉANT,819 820-8197,FALSE,Commerce,Biens semi-courants,Vente au détail,Grands magasins,455110,Commerce de détail,Grands détaillants,1170806435,Rock Forest - Deauville,TRUE,2020-04-16,2024-07-29,-71.9590023,45.386795500000005
941e77d3-aaa3-41c4-80d9-844edc512314,4055,Rue Comtois,NA,J1L 1R7,1,OPTIPRIX LUNETTERIE,819 820-8912,FALSE,Commerce,Biens semi-courants,Produits de santé et de beauté,Magasins de produits optiques,456130,Commerce de détail,Détaillants de produits optiques,1149325954,Rock Forest - Deauville,FALSE,2020-04-16,2024-07-29,-71.9590023,45.386795500000005
649d6d1e-6c14-48f2-8f1f-3eab03a17d89,4085,Rue Comtois,NA,J1L 1R7,1,OUTILS PIERRE BERGER,819 791-5324,FALSE,Commerce de gros/para-industriel,Services aux consommateurs,Location,Location d'outils pour les consommateurs,532310,Services immobiliers et services de location et de location à bail,Centres de location d'articles divers,1174269192,Rock Forest - Deauville,FALSE,2020-04-16,2024-07-29,-71.9590023,45.386795500000005
83414887-b191-4c21-a275-a62b3f1b2f99,9930,Boulevard Bourque,NA,J1N 0G2,2,MAISON MARC-ANTOINE,NA,FALSE,Bureau,Organismes publics et privés,"Organismes communautaires, fondations, groupes de citoyens",Organismes d'action sociale,813310,Autres services (sauf les administrations publiques),Organismes d'action sociale,NA,Rock Forest - Deauville,FALSE,2024-02-20,2024-06-19,-72.08667559999999,45.3063165
6e0528cd-68bd-4b07-b1b5-6990f1e18bdb,6430,Boulevard Bourque,NA,J1N 1H3,1,GÉ-RO,NA,FALSE,Bureau,Fabrication,Autre fabrication,Toutes les autres activités diverses de fabrication,339990,Fabrication,Toutes les autres activités diverses de fabrication,NA,Rock Forest - Deauville,FALSE,2024-09-30,NA,-72.01992695625788,45.35323277253826
a861e571-a225-47a5-8664-10acf6f1f871,9930,Boulevard Bourque,201,J1N 0G2,2,LES SURFACES POLYPLAY,1 855 959-7529,FALSE,Bureau,Biens réfléchis,Matériaux de construction spécialisés,Magasins de revêtements de sol,449121,Commerce de détail,Détaillants de revêtements de sol,1173171506,Rock Forest - Deauville,FALSE,2020-09-21,2024-06-19,-72.08667559999999,45.3063165
3efcc9c3-7294-4c64-9fdd-5eee58d3fe45,9930,Boulevard Bourque,202-203-204,J1N 0G2,"1,2",CONSTRUCTIONS MORIN,819 847 0006,FALSE,Commerce de gros/para-industriel,Construction,Construction,Construction résidentielle,236110,Construction,Construction résidentielle,1141770207,Rock Forest - Deauville,FALSE,2020-09-21,2024-06-19,-72.08667559999999,45.3063165
9deaebaa-c8b6-4239-b811-9b2d5460307d,9930,Boulevard Bourque,101,J1N 0G2,1,RAFAL SPORTS,819 868-4141,FALSE,Commerce,Biens semi-courants,Sports,Tous les autres magasins d'articles de sport,459119,Commerce de détail,Tous les autres détaillants d'articles de sport,1176908524,Rock Forest - Deauville,FALSE,2020-09-21,2024-06-12,-72.08667559999999,45.3063165
d9aed802-18f8-47f6-9d59-4bbd627ef21a,5316,Boulevard Bourque,NA,J1N 1H3,1,JARDIN EDEN,819 864-6831,TRUE,Commerce,Biens semi-courants,"Quincaillerie, centre de rénovation, jardinage",Pépinières et centres de jardinage,444240,Commerce de détail,Pépinières et centres de jardinage,1143216076,Rock Forest - Deauville,FALSE,2020-04-16,2024-06-26,-71.9970889,45.36519589999999
45df4afe-b363-4ed8-8f92-d8c0c28b9f3b,4857,Boulevard Bourque,12,J1N 1E8,1,CHICKING,819 821-4333,FALSE,Commerce,"Restauration, divertissement et hôtellerie",Restauration,"Restaurants rapides, Cantines",722512,Services d'hébergement et de restauration,Établissements de restauration à service restreint,1161174017,Rock Forest - Deauville,FALSE,2020-04-16,2024-08-02,-71.9888763,45.3716692
d26b6100-ec1c-45b6-a4ab-4fba142e2a7b,8242,Boulevard Bourque,NA,J1N 0G1,1,VACANT,NA,FALSE,Commerce de gros/para-industriel,VACANT,VACANT,VACANT,999998,Vacant,VACANT,NA,Rock Forest - Deauville,FALSE,2021-05-14,2024-06-11,-72.0524478,45.3319993
943840b7-8ea3-4d51-8c1d-a4028559a094,9101,Boulevard Bourque,NA,J1N 0G2,1,ENTREPOSAGE LAMONTAGNE,819 847-4213,TRUE,Commerce,Services aux consommateurs,Location,Mini-entrepôts libre-service,531130,Services immobiliers et services de location et de location à bail,Mini-entrepôts libre-service,1149626674,Rock Forest - Deauville,FALSE,2021-09-20,2024-07-29,-72.07190609999999,45.3199647
37a303ba-39b7-4ec4-8713-8bb85aa5cea3,9101,Boulevard Bourque,NA,J1N 0G2,1,ENTREPOSAGE LAMONTAGNE,819 847-4213,TRUE,Commerce,Services aux consommateurs,Location,Mini-entrepôts libre-service,531130,Services immobiliers et services de location et de location à bail,Mini-entrepôts libre-service,1149626674,Rock Forest - Deauville,FALSE,2021-09-20,2024-07-29,-72.0721901,45.3201878
835f9f77-1aef-4e54-9706-95ab155de1aa,9831,Boulevard Bourque,NA,J1N 0G2,1,MINI ENTREPÔTS LOGIC,819 300-2386,TRUE,Commerce,Services aux consommateurs,Location,Mini-entrepôts libre-service,531130,Services immobiliers et services de location et de location à bail,Mini-entrepôts libre-service,1163332597,Rock Forest - Deauville,FALSE,2021-09-21,2024-07-29,-72.0856885,45.309953799999995
791de095-6baa-43e0-a944-4c22eea111dd,9831,Boulevard Bourque,NA,J1N 0G2,1,MINI ENTREPÔTS LOGIC,819 300-2386,TRUE,Commerce,Services aux consommateurs,Location,Mini-entrepôts libre-service,531130,Services immobiliers et services de location et de location à bail,Mini-entrepôts libre-service,1163332597,Rock Forest - Deauville,FALSE,2021-09-21,2024-07-29,-72.0859395,45.3099291
973d858f-bdcb-4b4d-89b1-05041212b524,9860,Boulevard Bourque,NA,J1N 0G2,1,SYSNERGIE,NA,FALSE,Commerce de gros/para-industriel,Fabrication,Fabrication d'appareils électriques et électroniques,Fabrication de semi-conducteurs et d'autres composants électroniques,334410,Fabrication,Fabrication de semi-conducteurs et d'autres composants électroniques,NA,Rock Forest - Deauville,FALSE,2024-09-30,NA,-72.08498469999999,45.3074323
fd72523b-8f30-48ab-ac94-3573040f0aa0,4085,Rue Lesage,NA,J1L 2Z9,1,CONCEPTION ET FABRICATION SCALIFER INC.,819 238-5427,FALSE,Industriel,Construction,Construction,"Entrepreneurs en autres travaux de fondations, de structure, et d'extérieur de bâtiment",238190,Construction,"Entrepreneurs en autres travaux de fondations, de structure, et d'extérieur de bâtiment",1173279648,Rock Forest - Deauville,FALSE,2021-09-28,2024-08-01,-71.962423,45.3947863
7d0f7b06-8e52-41af-8159-c1c194e75286,4085,Rue Lesage,NA,J1L 2Z9,2,COASTAL JIBS INC.,819 238-5427,FALSE,Industriel,Fabrication,Métaux,Fabrication d'autres produits métalliques d'ornement et d'architecture,332329,Fabrication,Fabrication d'autres produits métalliques d'ornement et d'architecture,1170404595,Rock Forest - Deauville,FALSE,2021-09-28,2024-08-01,-71.962423,45.3947863
3413388f-3888-4606-8015-2171f1a99063,4350,Rue Robitaille,NA,J1L 2K2,1,ACIER GARNEAU,NA,FALSE,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,Grossistes-marchands de fils et de fournitures électriques de construction,416110,Commerce de gros,Grossistes-marchands de fils et de fournitures électriques de construction,NA,Rock Forest - Deauville,FALSE,2024-09-30,NA,-71.9715913,45.3901629
51160ad7-a8b7-4cc1-9c6a-ae4c9013ed5b,3770,Rue du Blanc-Coteau,NA,J1L 3C1,1,SUR 2 ROUES - ÉCOLE DE MOTO INC.,819 565-5353,FALSE,Bureau,Services aux consommateurs,Centre de formation,École de conduite,611690,Services d'enseignement,Tous les autres établissements d'enseignement et de formation,1161872529,Rock Forest - Deauville,FALSE,2020-04-16,2024-08-02,-71.96056399999999,45.3920902
ea347f71-8c30-4cab-b640-0c091c53764a,297,Chemin Godin,NA,J1R 0S6,1,SOUDURE BROCHU,NA,FALSE,Industriel,Fabrication,Machinerie,Ateliers d'usinage,332710,Fabrication,Ateliers d'usinage,NA,Rock Forest - Deauville,FALSE,2024-09-30,NA,-72.00280266318063,45.38883679237694
469c65fb-16fa-496f-a131-64d1ea0e6702,297,Chemin Godin,NA,J1R 0S6,1,VAN-TECH,NA,FALSE,Industriel,Fabrication,Machinerie,Ateliers d'usinage,332710,Fabrication,Ateliers d'usinage,NA,Rock Forest - Deauville,FALSE,2024-09-30,NA,-72.00283337128623,45.38883391690357
